Core no. ,Sample,Shifted Depth,Depth,"Kg, hor.","1/Pm, hor.","Kl, hor","Kg, vert.","1/Pm, vert.","Kl, vert.","Por., hor.","Por., vert.",Por. sum.,So,Sw,Gr.dens.,Gr.dens.,Lithological description
5,551,3961.35,3961.55,68.2,0.88,59.9,62.7,0.855,55,21.2,  ,  ,  ,  ,2.64,  ,A.A.Fis.w/o-Pyr. 
5,552,3961.55,3961.75,1.86,0.495,1.31,  ,  ,  ,12.6,  ,  ,  ,  ,2.66,  ,A.A.VF/F-gr.VW/W-cmt.Cl/Mic-lam.Scs-Pyr. 
5,553,3961.8,3962,146,0.936,132,  ,  ,  ,22.2,  ,  ,  ,  ,2.64,  ,A.A.F-gr.W-cmt.w/o-lam. 
5,554,3962.05,3962.25,36.4,0.786,31.4,  ,  ,  ,19.4,  ,  ,  ,  ,2.65,  ,A.A.VW/W-cmt. 
5,555,3962.3,3962.5,8.92,0.561,7.43,161,0.936,146,17.2,  ,  ,  ,  ,2.65,  ,"A.A.VW-cmt.incr-Cl,Mic. "
6,556,3963,3963,45.5,0.83,39.4,  ,  ,  ,21.9,  ,  ,  ,  ,2.64,  ,"A.A.W-cmt.decr-Cl,Mic. "
6,557,3963.25,3963.25,7.79,0.54,6.47,  ,  ,  ,17.6,  ,  ,  ,  ,2.64,  ,A.A.VF/F-gr.VW-cmt.Lam. 
6,558,3963.54,3963.54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,559,3963.6,3963.6,122,0.936,110,108,0.907,96.3,22.8,  ,  ,  ,  ,2.7,  ,"Sst.lt-Gry.F-gr.W-cmt.W-srt.ltl-Mtrx,Cl,Mic.scat-Pyr.scs-C. "
6,560,3963.85,3963.85,0.162,0.495,0.099,  ,  ,  ,9.5,  ,  ,  ,  ,2.64,  ,"A.A.VF/F-gr.Sb-ang.VW-cmt.incr-Cl,Mic.scs-Pyr. "
6,561,3964,3964,0.521,0.495,0.341,  ,  ,  ,10,  ,  ,  ,  ,2.64,  ,A.A.Silt.w/o-Pyr. 
6,562,3964.25,3964.25,NMP ,  ,NMP ,  ,  ,  ,19.4,  ,  ,  ,  ,2.66,  ,A.A.Frac.Scs-Pyr. 
6,563,3964.5,3964.5,0.126,0.495,0.076,0.116,0.495,0.069,8.3,  ,  ,  ,  ,2.66,  ,A.Aw/o-Frac.decr-C. 
6,564,3964.57,3964.57,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,565,3964.8,3964.8,0.319,0.495,0.202,  ,  ,  ,9.7,  ,  ,  ,  ,2.65,  ,A.A. 
6,566,3965,3965,1.52,0.495,1.06,  ,  ,  ,14.5,  ,  ,  ,  ,2.65,  ,"A.A.w/o-Silt,C,Pyr. "
6,567,3965.25,3965.25,2.17,0.495,1.64,  ,  ,  ,14.5,  ,  ,  ,  ,2.65,  ,"A.A.scs-C,Pyr. "
6,568,3965.5,3965.5,15.7,0.662,13.2,1.48,0.495,1.03,15.8,  ,  ,  ,  ,2.72,  ,A.A.F-g..W-cmt.ltl-Silt.Cl/Mic-lam.Scat-Pyr. 
6,569,3965.59,3965.59,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,570,3965.8,3965.8,32.5,0.766,28,  ,  ,  ,15.7,  ,  ,  ,  ,2.64,  ,"A.A.decr-Silt,Cl/Mic-lam.incr-C.w/o-Pyr. "
6,571,3966,3966,NMP ,  ,NMP ,  ,  ,  ,11.3,  ,  ,  ,  ,2.63,  ,"A.A.Frac.C,Cl,Mic-lam. "
6,572,3966.2,3966.2,35.1,0.786,30.2,  ,  ,  ,16.7,  ,  ,  ,  ,2.65,  ,"A.A.F-gr.w/o-Frac,C-lam.Scs-C,Pyr. "
6,573,3966.5,3966.5,0.365,0.495,0.233,0.176,0.495,0.108,13,  ,  ,  ,  ,2.65,  ,"A.A.VF/F-gr.VW/W-cmt.decr-Cl,Mic-lam. "
6,574,3966.64,3966.64,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
6,575,3966.75,3966.75,2.11,0.495,1.59,  ,  ,  ,14.8,  ,  ,  ,  ,2.63,  ,"Sst.lt-Gry.VF/F-gr.VW/W-cmt.W-srt.ltl-Mtrx,Cl,Mic.scs-C. "
6,576,3967,3967,602,0.981,566,  ,  ,  ,22.6,  ,  ,  ,  ,2.65,  ,A.A. 
6,577,3967.3,3967.3,31.7,0.766,27.2,  ,  ,  ,17,  ,  ,  ,  ,2.65,  ,A.A. 
6,578,3967.5,3967.5,549,0.979,514,19.4,0.71,16.4,20.2,  ,  ,  ,  ,2.67,  ,A.A. 
6,579,3967.64,3967.64,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
6,580,3967.75,3967.75,0.165,0.495,0.1,  ,  ,  ,3.8,  ,  ,  ,  ,2.75,  ,A.A. 
6,581,3968,3968,0.08,0.495,0.047,  ,  ,  ,4.7,  ,  ,  ,  ,2.79,  ,A.A. 
6,582,3968.35,3968.35,6.17,0.728,4.71,  ,  ,  ,14.5,  ,  ,  ,  ,2.65,  ,A.A. 
6,583,3968.5,3968.5,2.31,0.495,1.76,1.58,0.495,1.1,15,  ,  ,  ,  ,2.65,  ,A.A. 
6,584,3968.61,3968.61,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
6,585,3968.7,3968.7,10.3,0.595,8.59,  ,  ,  ,14.8,  ,  ,  ,  ,2.64,  ,A.A.Cl/Mic-lam.scat-Pyr 
6,586,3969,3969,998,0.987,948,  ,  ,  ,19.3,  ,  ,  ,  ,2.66,  ,"A.A.M-gr.W-cmt.w/o-Pyr,Cl/Mic-lam.ltl-Cl.scs-Mic. "
6,587,3969.25,3969.25,958,0.988,909,  ,  ,  ,22.2,  ,  ,  ,  ,2.66,  ,A.A.decr-Cl.scs-Pyr 
6,588,3969.5,3969.5,65.6,0.855,57.8,27.3,0.746,23.3,15.2,  ,  ,  ,  ,2.66,  ,"A.A.F/M-gr.W/Fr-srt.ltl-Mtrx,Mic.scat-Pyr. "
6,589,3969.58,3969.58,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,590,3969.75,3969.75,77.8,0.88,68.8,  ,  ,  ,17.1,  ,  ,  ,  ,2.64,  ,A.A.W-srt.incr-Cl.scs-Pyr. 
6,591,3970,3970,8.7,0.595,7.16,  ,  ,  ,13.9,  ,  ,  ,  ,2.67,  ,A.A.F-gr.VW-cmt.decr-Cl.scat-Pyr. 
6,592,3970.25,3970.25,0.066,0.495,0.038,  ,  ,  ,5.2,  ,  ,  ,  ,2.73,  ,A.A.VF/F-gr.ltl-Calc.incr-Pyr 
6,593,3970.5,3970.5,0.04,0.495,0.022,0.067,0.495,0.038,3.3,  ,  ,  ,  ,2.76,  ,A.A.w/Calc.ltl-Pyr. 
6,594,3970.62,3970.62,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,595,3970.7,3970.7,0.037,0.495,0.021,  ,  ,  ,2.9,  ,  ,  ,  ,2.76,  ,A.A. 
6,596,3971,3971,29.7,0.766,25.5,  ,  ,  ,16.1,  ,  ,  ,  ,2.66,  ,"Sst.lt-Gry.F-gr.VW/W-cmt.W-srt.ltl-Mtrx,Calc,Cl,Mic.scs-Pyr."
6,597,3971.25,3971.25,94.5,0.907,84,  ,  ,  ,17.6,  ,  ,  ,  ,2.66,  ,"A.A.Sb-ang.W-cmt.decr-Mtrx,Mic. "
6,598,3971.5,3971.5,1.67,0.495,1.17,15.8,0.662,13.3,15.2,  ,  ,  ,  ,2.65,  ,A.A.VF/F-gr.VW-cmt. 
6,599,3971.62,3971.62,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,600,3971.75,3971.75,2.93,0.495,2.29,  ,  ,  ,17.9,  ,  ,  ,  ,2.66,  ,A.A.scat-Pyr. 
6,601,3972,3972,1.77,0.495,1.25,  ,  ,  ,14.3,  ,  ,  ,  ,2.64,  ,A.A.VF-gr.decr-Pyr.incr-Cl.scs-C. 
6,602,3972.25,3972.25,0.99,0.495,0.673,  ,  ,  ,12.9,  ,  ,  ,  ,2.73,  ,A.A.VF/F-gr.incr-Mtrx.ltl-Sid. 
6,603,3972.37,3972.37,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,604,3972.5,3972.5,4.23,0.495,3.41,0.159,0.495,0.097,14.8,  ,  ,  ,  ,2.65,  ,"A.A.decr-Mtrx.incr-Mic.w/o-C,Sid.scs-Pyr. "
6,605,3972.8,3972.8,3.76,0.495,3,  ,  ,  ,16.3,  ,  ,  ,  ,2.64,  ,A.A.VF-gr. 
6,606,3973,3973,0.863,0.495,0.582,  ,  ,  ,12.6,  ,  ,  ,  ,2.64,  ,A.A. 
6,607,3973.25,3973.25,161,0.936,146,  ,  ,  ,22.7,  ,  ,  ,  ,2.65,  ,A.A.F-gr.W-cmt. 
6,608,3973.35,3973.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,609,3973.5,3973.5,46.2,0.83,40.1,41.6,0.808,36,20.3,  ,  ,  ,  ,2.64,  ,"Sst.lt-Gry.VF/F-gr.Sb-ang.VW/W-cmt.W-srt.ltl-Mtrx,Cl,Mic. "
6,610,3973.75,3973.75,15.6,0.746,12.9,  ,  ,  ,25,  ,  ,  ,  ,2.64,  ,A.A. 
6,611,3974,3974,3.69,0.495,2.94,  ,  ,  ,13.7,  ,  ,  ,  ,2.66,  ,"A.A.incr-Cl,Mic.scat-Pyr.scs-C. "
6,612,3974.25,3974.25,30.9,0.766,26.5,  ,  ,  ,11.5,  ,  ,  ,  ,2.71,  ,"A.A.F-gr.ltl-Calc.decr-C,Pyr. "
6,613,3974.32,3974.32,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,614,3974.6,3974.6,136,0.936,123,  ,  ,  ,14.8,  ,  ,  ,  ,2.68,  ,"A.A.W-cmt.decr-Calc,Cl,Mic. "
6,615,3974.8,3974.8,202,0.967,184,  ,  ,  ,15.7,  ,  ,  ,  ,2.68,  ,A.A. 
6,616,3975,3975,165,0.936,150,  ,  ,  ,17.2,  ,  ,  ,  ,2.67,  ,A.A. 
6,617,3975.25,3975.25,131,0.936,118,8.61,0.572,7.13,16,  ,  ,  ,  ,2.65,  ,A.A.VF/F/M-gr.Fr-srt.w/o-Calc. 
6,618,3975.35,3975.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,619,3975.5,3975.5,213,0.967,194,67.7,0.88,59.4,16.8,  ,  ,  ,  ,2.65,  ,"Sst.lt-Gry.VF/F/M-gr.Sb-ang.W-cmt.Fr-srt.Pbl.ltl-Mtrx,Cl,Mic"
6,620,3975.75,3975.75,222,0.967,203,  ,  ,  ,15.5,  ,  ,  ,  ,2.66,  ,"A.A.w/o-Pbl.scs-Calc,Pyr. "
6,621,3976.05,3976.05,238,0.967,218,  ,  ,  ,16.9,  ,  ,  ,  ,2.64,  ,A.A.w/o-Calc.scs-C. 
6,622,3976.3,3976.3,NMP ,  ,NMP ,  ,  ,  ,5.9,  ,  ,  ,  ,2.83,  ,"Lmst.Gry.Consol.VW-cmt.Sd-gr.Frac.w/Sid,Cl.Ltl-Mic. "
6,623,3976.4,3976.4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,624,3976.8,3976.8,0.11,0.495,0.066,  ,  ,  ,5.2,  ,  ,  ,  ,2.69,  ,Sst.lt-Gry.VF-gr.Sb-ang.VW-cmt.W-srt.Silt.Cl/Mic-lam.scs-Sid
6,625,3977,3977,0.06,0.495,0.035,  ,  ,  ,6.2,  ,  ,  ,  ,2.66,  ,A.A.decr-Lam.incr-Mic.w/o-Sid. 
6,626,3977.25,3977.25,0.065,0.495,0.038,  ,  ,  ,8.4,  ,  ,  ,  ,2.65,  ,"A.A.decr-Cl,Mic. "
6,627,3977.5,3977.5,84.5,0.88,75,202,0.951,185,19.1,  ,  ,  ,  ,2.64,  ,A.A.F-gr.W-cmt.decr-Silt.ltl-Mtrx.w/o-Lam.w/Cl.scs-Pyr. 
6,628,3977.7,3977.7,1410,0.991,1340,  ,  ,  ,22.8,  ,  ,  ,  ,2.64,  ,"A.A.F/M-gr.W/Fr-cmt.w/o-Silt,Pyr.decr-Mtrx.scs-Cl,Mic. "
6,629,3978.3,3978.3,4.74,0.495,3.86,  ,  ,  ,13.2,  ,  ,  ,  ,2.65,  ,"A.A.VF/F-gr.VW-cmt.Ltl-Cl,Mic.scat-Pyr. "
6,630,3978.45,3978.45,0.122,0.495,0.073,0.223,0.495,0.139,9.2,  ,  ,  ,  ,2.64,  ,A.A.scs-Pyr. 
6,631,3978.75,3978.75,0.193,0.495,0.119,  ,  ,  ,10.3,  ,  ,  ,  ,2.63,  ,A.A. 
6,632,3979,3979,304,0.967,281,  ,  ,  ,21.9,  ,  ,  ,  ,2.63,  ,"A.A.F-gr.W-cmt.decr-Cl,Mic.w/o-Pyr. "
6,633,3979.3,3979.3,10.7,0.595,8.9,  ,  ,  ,17.3,  ,  ,  ,  ,2.62,  ,A.A.VF-gr.VW/W-cmt.scs-C 
6,634,3979.55,3979.55,1.26,0.495,0.866,0.777,0.595,0.521,14.3,  ,  ,  ,  ,2.64,  ,A.A.VF/F-gr.VW-cmt.Cl/Mic-lam. 
6,635,3979.8,3979.8,58.1,0.855,50.8,  ,  ,  ,17.8,  ,  ,  ,  ,2.63,  ,A.A.F/M-gr.W-cmt.w/o-Lam. 
6,636,3980.05,3980.05,2.7,0.495,2.09,  ,  ,  ,4.6,  ,  ,  ,  ,2.76,  ,"A.A.F-gr.VW-cmt.w/Calc,Cl.scs-Sid.w/o-C. "
6,637,3980.15,3980.15,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,638,3980.23,3980.23,1.2,0.495,0.824,  ,  ,  ,13.6,  ,  ,  ,  ,2.66,  ,"Sst.lt-Gry.VF/F-gr.VW/W-cmt.W-srt.ltl-Mtrx,Cl,Mic.scs-C,Pyr."
6,639,3980.27,3980.27,55.3,0.855,48.3,  ,  ,  ,20.9,  ,  ,  ,  ,2.67,  ,"A.A.F-gr.Sb-ang.W-cmt.decr-Mtrx,Cl,Mic.w/o-C. "
6,640,3980.32,3980.32,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,641,3980.4,3980.4,99.6,0.907,88.7,163,0.936,147,21.6,  ,  ,  ,  ,2.64,  ,"A.A.Fr-cmt.incr-Mtrx,Cl,Mic.w/o-Pyr. "
6,642,3980.8,3980.8,537,0.978,504,  ,  ,  ,20.3,  ,  ,  ,  ,2.64,  ,A.A.M-gr. 
6,643,3981.1,3981.1,0.071,0.495,0.041,  ,  ,  ,4.8,  ,  ,  ,  ,2.64,  ,A.A.VF-gr.scat-Pbl-gr.VW-cmt.W/Fr-srt.decr-Mtrx. 
6,644,3981.3,3981.3,1.26,0.495,0.868,  ,  ,  ,12.9,  ,  ,  ,  ,2.63,  ,A.A.VF/F-gr.VW/W-cmt.W-srt.w/o-Pbl. 
6,645,3981.5,3981.5,8.7,0.561,7.23,4.82,0.495,3.93,18.4,  ,  ,  ,  ,2.62,  ,"Sst.lt-Gry.F-gr.Sb-ang.W-cmt.W-srt.ltl-Mtrx,Cl,Mic.Scs-C. "
6,646,3981.7,3981.7,2.31,0.495,1.76,  ,  ,  ,17.8,  ,  ,  ,  ,2.63,  ,A.A.scs-Pyr. 
6,647,3982.35,3982.35,105,0.907,94,47.2,0.83,41,21.2,  ,  ,  ,  ,2.64,  ,"A.A.W/Fr-cmt.w/o-C,Pyr. "
6,648,3982.75,3982.75,73.3,0.88,64.6,  ,  ,  ,19.8,  ,  ,  ,  ,2.65,  ,A.A. 
6,649,3983,3983,9.85,0.572,8.23,  ,  ,  ,13,  ,  ,  ,  ,2.68,  ,A.A.VW/W-cmt.Ltl-Calc. 
6,650,3983.25,3983.25,0.228,0.495,0.142,  ,  ,  ,5.1,  ,  ,  ,  ,2.71,  ,A.A.VW-cmt.Scat-Pyr. 
6,651,3983.39,3983.39,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,652,3983.5,3983.5,NMP ,  ,NMP ,0.041,0.495,0.023,6.4,  ,  ,  ,  ,2.69,  ,A.A.lt-Gry/GryVF-gr.Frac.C/Cl/Mic-lam.scs-Sid.w/o-Calc. 
6,653,3983.75,3983.75,0.38,0.495,0.244,  ,  ,  ,6.2,  ,  ,  ,  ,2.72,  ,"A.A.lt-Gry.VF/F-gr.w/o-Frac,Lam,C,Sid.ltl-Calc,Cl,Mic. "
6,654,3984.15,3984.15,0.583,0.495,0.384,  ,  ,  ,7.7,  ,  ,  ,  ,2.7,  ,A.A.Pbl.scs-C. 
6,655,3984.3,3984.3,8.99,0.572,7.46,  ,  ,  ,12.6,  ,  ,  ,  ,2.68,  ,"A.A.F-gr.w/o-Pbl.decr-Calc,Cl,Mic.scs-Pyr. "
6,656,3984.5,3984.5,0.462,0.495,0.3,0.03,0.495,0.017,4.2,  ,  ,  ,  ,2.69,  ,"A.A.Gry.VF-gr.Silt.w/o-Mtrx,Calc,C,Pyr.Cl/Mic-lam.scs-Sid. "
6,657,3984.8,3984.8,231,0.967,211,  ,  ,  ,16.9,  ,  ,  ,  ,2.66,  ,"A.A.lt-Gry.F-gr.W-cmt.w/o-Silt,Lam,Sid.ltl-MtrCl,Mic.Scs-Pyr"
6,658,3985,3985,75.5,0.88,66.6,  ,  ,  ,14,  ,  ,  ,  ,2.7,  ,"A.A.VW/W-cmt.Pbl.decr-Mtrx,Mic.w/o-Pyr.ltl-Calc. "
6,659,3985.25,3985.25,3.94,0.495,3.16,  ,  ,  ,7.8,  ,  ,  ,  ,2.71,  ,A.A.VW-cmt.w/o-Pbl.decr-Cl. 
6,660,3985.35,3985.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,661,3985.6,3985.6,1.12,0.495,0.77,0.537,0.495,0.352,8.9,  ,  ,  ,  ,2.67,  ,A.A.VF/F-gr.decr-Calc. 
6,662,3985.8,3985.8,2.29,0.495,1.75,  ,  ,  ,16,  ,  ,  ,  ,2.66,  ,A.A.F-gr 
6,663,3986,3986,2.22,0.495,1.69,  ,  ,  ,10.7,  ,  ,  ,  ,2.68,  ,A.A.scs-Pyr. 
6,664,3986.25,3986.25,3.2,0.495,2.52,  ,  ,  ,10.6,  ,  ,  ,  ,2.68,  ,A.A.w/o-Pyr. 
6,665,3986.33,3986.33,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,666,3986.5,3986.5,1.3,0.495,0.901,0.327,0.495,0.208,7.5,  ,  ,  ,  ,2.71,  ,A.A.scat-M-gr. 
6,667,3986.8,3986.8,1.68,0.495,1.18,  ,  ,  ,12,  ,  ,  ,  ,2.71,  ,A.A.Incr-Cl 
6,668,3987,3987,0.364,0.495,0.233,  ,  ,  ,5.9,  ,  ,  ,  ,2.73,  ,A.A.Fr-srt.Pbl.Incr-Calc. 
6,669,3987.25,3987.25,4.32,0.495,3.49,  ,  ,  ,14.8,  ,  ,  ,  ,2.66,  ,"Sst.lt-Gry.F-gr.Sb-ang.W-cmt.W-srt.ltl-Mtrx,Cl,Mic. "
6,670,3987.35,3987.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,671,3987.5,3987.5,2.22,0.495,1.69,1.76,0.495,1.24,17.3,  ,  ,  ,  ,2.64,  ,"A.A.scs-C,Pyr "
6,672,3987.75,3987.75,0.104,0.495,0.062,  ,  ,  ,10.2,  ,  ,  ,  ,2.63,  ,A.A.VF-gr.VW-cmt 
6,673,3988,3988,6.72,0.512,5.58,  ,  ,  ,16.4,  ,  ,  ,  ,2.64,  ,A.A.F-gr.W-cmt 
6,674,3988.25,3988.25,24.4,0.728,20.8,  ,  ,  ,15.9,  ,  ,  ,  ,2.66,  ,A.A.F/M-gr.incr-Cl. 
6,675,3988.33,3988.33,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
6,676,3988.45,3988.45,35.8,0.786,30.8,15.2,0.647,12.8,17.9,  ,  ,  ,  ,2.66,  ,"A.A.F-gr.decr-Mtrx,Cl,Mic.w/o-C,Pyr. "
6,677,3988.75,3988.75,8.25,0.561,6.84,  ,  ,  ,10.7,  ,  ,  ,  ,2.71,  ,A.A.VW-cmt.incr-Cl.ltl-Calc. 
6,678,3989,3989,5.57,0.495,4.59,  ,  ,  ,11.6,  ,  ,  ,  ,2.69,  ,"A.-A.decr-Cl,Calc. "
6,679,3989.25,3989.25,7.54,0.54,6.25,  ,  ,  ,11.8,  ,  ,  ,  ,2.69,  ,A.A. 
6,680,3989.5,3989.5,5.08,0.495,4.15,0.92,0.495,0.623,11.5,  ,  ,  ,  ,2.69,  ,"A.A.incr-Cl,Calc. "
6,681,3989.75,3989.75,1.19,0.495,0.82,  ,  ,  ,10.8,  ,  ,  ,  ,2.68,  ,A.A.decr-Calc.incr-Mic. 
6,682,3990,3990,50.5,0.83,44,  ,  ,  ,15.7,  ,  ,  ,  ,2.66,  ,A.A.w/Calc. 
6,683,3990.2,3990.2,11.7,0.607,9.8,  ,  ,  ,11.7,  ,  ,  ,  ,2.69,  ,A.A.ltl-Calc.decr-Mic. 
6,684,3990.55,3990.55,4.1,0.495,3.3,0.193,0.495,0.119,11.4,  ,  ,  ,  ,2.65,  ,"A.A.VF/F-gr.Cl/Mic-lam.scs-C,Calv,Pyr. "
6,685,3990.75,3990.75,1.31,0.495,0.908,  ,  ,  ,9.3,  ,  ,  ,  ,2.68,  ,"A.A.w/o-Lam,C,Pyr.w/Mic.ltl-Cl,Calc. "
6,686,3990.89,3990.89,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
7,687,3991.2,3991,0.067,0.495,0.039,  ,  ,  ,3.7,  ,  ,  ,  ,2.73,  ,"A.A.w/o-Mtrx.Pbl.w/Calc.scs-Cl,Mic "
7,688,3991.45,3991.25,0.043,0.495,0.024,  ,  ,  ,2.9,  ,  ,  ,  ,2.74,  ,Sst.lt-gry.VF-gr.Sb-ang.VW-cmt.W-srt.w/Cl/Mic-lam.ltl-Calc. 
7,689,3991.7,3991.5,0.049,0.495,0.028,0.053,0.495,0.03,5,  ,  ,  ,  ,2.69,  ,"A.A.ltl-Cl,Mic.decr-Calc. "
7,690,3991.95,3991.75,1060,0.988,1000,  ,  ,  ,21.6,  ,  ,  ,  ,2.65,  ,"A.A.F/M-gr-Fr-cmt.ltl-Mtrx.decr-Cl,Mic.w/o-Calc. "
7,691,3992.1,3991.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
7,692,3992.2,3992,2250,0.995,2170,  ,  ,  ,24.2,  ,  ,  ,  ,2.67,  ,A.A.decr-Mtrx. 
7,693,3992.4,3992.2,0.768,0.495,0.514,  ,  ,  ,16.6,  ,  ,  ,  ,2.67,  ,A.A.F-gr.W/Fr-cmt. 
7,694,3992.6,3992.4,1.18,0.495,0.811,0.967,0.495,0.656,17.2,  ,  ,  ,  ,2.66,  ,A.A.incr-Mtrx. 
7,695,3992.95,3992.75,24.1,0.746,20.5,  ,  ,  ,21.1,  ,  ,  ,  ,2.65,  ,A.A. 
7,696,3993.09,3992.89,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
7,697,3993.2,3993,1990,0.994,1920,  ,  ,  ,24.2,  ,  ,  ,  ,2.66,  ,A.A.gr.M-gr.Fr-cmt. 
7,698,3993.4,3993.2,957,0.989,908,  ,  ,  ,22.6,  ,  ,  ,  ,2.65,  ,A.A.F/M-gr.W/Fr-gr.decr-Mtrx.scs-Pyr. 
7,699,3993.7,3993.5,0.103,0.495,0.061,0.206,0.495,0.127,8,  ,  ,  ,  ,2.66,  ,Sst.lt-Gry/Gry.VF-gr..VW-cmt.W-srt.w/Cl/Mic-lam.scs-Calc. 
7,700,3993.95,3993.75,0.09,0.495,0.053,  ,  ,  ,6.3,  ,  ,  ,  ,2.73,  ,"A.A.Gry.Sb-ang.scat-F-gr.ltl-Silt,Calc. "
7,701,3994.1,3993.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
7,702,3994.2,3994,151,0.936,137,  ,  ,  ,20.4,  ,  ,  ,  ,2.66,  ,"A.A.lt-Gry.F-gr.Fr-cmt.w/o-Lam,Silt,Calc.Mtrx.ltl-Cl,Mic. "
7,703,3994.4,3994.2,1.93,0.495,1.37,  ,  ,  ,16.2,  ,  ,  ,  ,2.63,  ,A.A..VF/F-gr.W-cmt.scs-Mtrx. 
7,704,3994.65,3994.45,0.293,0.495,0.185,0.218,0.495,0.135,12,  ,  ,  ,  ,2.64,  ,"A.A.VF-gr.VW-cmt.incr-Cl,Mic. "
7,705,3994.95,3994.75,11.3,0.62,9.43,  ,  ,  ,17,  ,  ,  ,  ,2.64,  ,A.A.VF/F-gr.W-cmt. 
7,706,3995.13,3994.93,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
7,707,3995.2,3995,3.15,0.495,2.48,  ,  ,  ,17.8,  ,  ,  ,  ,2.65,  ,A.A.F-gr.W/Fr-cmt 
7,708,3995.45,3995.25,37.7,0.808,32.4,  ,  ,  ,21.2,  ,  ,  ,  ,2.64,  ,A.A. 
7,709,3995.7,3995.5,6.68,0.54,5.49,1.62,0.495,1.14,18.2,  ,  ,  ,  ,2.65,  ,A.A.VW/W-cmt. 
7,710,3995.95,3995.75,4.23,0.495,3.41,  ,  ,  ,17.8,  ,  ,  ,  ,2.65,  ,A.A.VF/F-gr. 
7,711,3996.09,3995.89,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
7,712,3996.2,3996,42.1,0.83,36.3,  ,  ,  ,21.1,  ,  ,  ,  ,2.63,  ,A.A.F-gr.W/Fr-cmt 
7,713,3996.4,3996.2,1.64,0.495,1.15,  ,  ,  ,15.8,  ,  ,  ,  ,2.65,  ,A.A.VF/F-gr.VW/W-cmt 
7,714,3996.6,3996.4,1.4,0.495,0.974,0.874,0.495,0.59,15.7,  ,  ,  ,  ,2.64,  ,A.A. 
7,715,3996.95,3996.75,0.647,0.595,0.429,  ,  ,  ,12.9,  ,  ,  ,  ,2.65,  ,A.A.VW-cmt 
7,716,3997.12,3996.92,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
7,717,3997.2,3997,0.342,0.495,0.218,  ,  ,  ,10.4,  ,  ,  ,  ,2.65,  ,A.A.VF-gr.Cl/Mic-Lam. 
7,718,3997.4,3997.2,8.48,0.561,7.04,  ,  ,  ,11.4,  ,  ,  ,  ,2.66,  ,"Sst.lt-Gry.VF/F-gr.Sb-ang.VW-cmt.W-srt.Fis.Pbl.w/Cl,Mic. "
7,719,3997.7,3997.5,0.375,0.495,0.24,0.125,0.495,0.075,11.7,  ,  ,  ,  ,2.65,  ,"A.A.w/o-Fis,Pbl.ltl-Mtrx.decr-Cl,Mic. "
7,720,3997.95,3997.75,0.452,0.495,0.293,  ,  ,  ,11.7,  ,  ,  ,  ,2.66,  ,A.A.Pbl. 
7,721,3998.25,3998.05,0.458,0.495,0.297,  ,  ,  ,10.6,  ,  ,  ,  ,2.67,  ,A.A.w/o-Pbl.incr-Mic. 
7,722,3998.45,3998.25,26.8,0.746,22.9,  ,  ,  ,17.5,  ,  ,  ,  ,2.64,  ,A.A.F/M-gr.W-cmt.decr-Mic. 
